Info 0    [00:12:50.691] Starting TS Server
Info 305  [00:16:30.002] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 306  [00:16:30.037] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 53 structureChanged: true Elapsed: 34.50809693336487ms
Info 307  [00:16:30.037] Different program with same set of files:: structureIsReused:: 1
Info 308  [00:16:30.463] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 309  [00:16:30.529] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 54 structureChanged: true Elapsed: 65.27462804317474ms
Info 310  [00:16:30.529] Different program with same set of files:: structureIsReused:: 1
Info 311  [00:16:30.671] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 312  [00:16:30.725] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 55 structureChanged: true Elapsed: 53.91125297546387ms
Info 313  [00:16:30.725] Different program with same set of files:: structureIsReused:: 1
Info 314  [00:16:31.823] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 315  [00:16:31.893] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 56 structureChanged: true Elapsed: 69.81674897670746ms
Info 316  [00:16:31.893] Different program with same set of files:: structureIsReused:: 1
Info 317  [00:16:32.187] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 318  [00:16:32.250] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 57 structureChanged: true Elapsed: 63.02483689785004ms
Info 319  [00:16:32.250] Different program with same set of files:: structureIsReused:: 1
Info 320  [00:16:32.516] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 321  [00:16:32.563] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 58 structureChanged: true Elapsed: 46.9437860250473ms
Info 322  [00:16:32.563] Different program with same set of files:: structureIsReused:: 1
Info 323  [00:16:33.517] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 324  [00:16:33.580] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 59 structureChanged: true Elapsed: 62.94474494457245ms
Info 325  [00:16:33.580] Different program with same set of files:: structureIsReused:: 1
Info 326  [00:16:33.842] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 327  [00:16:33.892] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 60 structureChanged: true Elapsed: 50.363370060920715ms
Info 328  [00:16:33.892] Different program with same set of files:: structureIsReused:: 1
Info 329  [00:16:34.432] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 330  [00:16:34.475] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 61 structureChanged: true Elapsed: 42.84841692447662ms
Info 331  [00:16:34.475] Different program with same set of files:: structureIsReused:: 1
Info 332  [00:16:34.748] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 333  [00:16:34.793] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 62 structureChanged: true Elapsed: 44.1093510389328ms
Info 334  [00:16:34.793] Different program with same set of files:: structureIsReused:: 1
Info 335  [00:16:35.705] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 336  [00:16:35.767] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 63 structureChanged: true Elapsed: 61.00416898727417ms
Info 337  [00:16:35.767] Different program with same set of files:: structureIsReused:: 1
Info 338  [00:16:36.192] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 339  [00:16:36.237] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 64 structureChanged: true Elapsed: 44.20824098587036ms
Info 340  [00:16:36.237] Different program with same set of files:: structureIsReused:: 1
Info 341  [00:16:36.419] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 342  [00:16:36.484] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 65 structureChanged: true Elapsed: 64.90239596366882ms
Info 343  [00:16:36.485] Different program with same set of files:: structureIsReused:: 1
Info 344  [00:16:36.492] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 345  [00:16:36.530] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 66 structureChanged: true Elapsed: 37.42426598072052ms
Info 346  [00:16:36.530] Different program with same set of files:: structureIsReused:: 1
Info 347  [00:16:36.991] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 348  [00:16:37.048] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 67 structureChanged: true Elapsed: 57.2107800245285ms
Info 349  [00:16:37.048] Different program with same set of files:: structureIsReused:: 1
Info 350  [00:16:37.156] Before ensureProjectForOpenFiles:
Info 351  [00:16:37.157] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 352  [00:16:37.214] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 68 structureChanged: true Elapsed: 56.95832598209381ms
Info 353  [00:16:37.214] Different program with same set of files:: structureIsReused:: 1
Info 354  [00:16:37.215] After ensureProjectForOpenFiles:
Info 355  [00:16:37.216] got projects updated in background, updating diagnostics for /home/steiner/school-work/watchlist/frontend/src/router/index.js
Info 356  [00:16:37.637] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 357  [00:16:37.678] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 69 structureChanged: true Elapsed: 40.315125942230225ms
Info 358  [00:16:37.678] Different program with same set of files:: structureIsReused:: 1
Info 359  [00:17:04.260] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 360  [00:17:04.286] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 70 structureChanged: false Elapsed: 25.882158041000366ms
Info 361  [00:17:04.286] Different program with same set of files:: structureIsReused:: 2
Info 362  [00:17:04.594] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 363  [00:17:04.614] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 71 structureChanged: false Elapsed: 20.207308053970337ms
Info 364  [00:17:04.615] Different program with same set of files:: structureIsReused:: 2
Info 365  [00:17:04.616] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 366  [00:17:04.626] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 72 structureChanged: false Elapsed: 10.174589991569519ms
Info 367  [00:17:04.627] Different program with same set of files:: structureIsReused:: 2
Info 368  [00:17:05.781] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 369  [00:17:05.797] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 73 structureChanged: false Elapsed: 16.35941708087921ms
Info 370  [00:17:05.797] Different program with same set of files:: structureIsReused:: 2
Info 371  [00:17:05.806] getCompletionData: Get current token: 0.03719305992126465
Info 372  [00:17:05.806] getCompletionData: Is inside comment: 0.17905402183532715
Info 373  [00:17:05.806] getCompletionData: Get previous token 1: 0.14397990703582764
Info 374  [00:17:05.806] getCompletionData: Get previous token 2: 0.13827407360076904
Info 375  [00:17:05.807] getCompletionsAtPosition: isCompletionListBlocker: 0.503715991973877
Info 376  [00:17:05.816] getSymbolsFromOtherSourceFileExports: Using cached list
Info 377  [00:17:05.818] getCompletionData: Semantic work: 11.355691075325012
Info 378  [00:17:05.825] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 5.902663946151733
Info 379  [00:17:05.833] getCompletionData: Get current token: 0.017902016639709473
Info 380  [00:17:05.833] getCompletionData: Is inside comment: 0.06482601165771484
Info 381  [00:17:05.833] getCompletionData: Get previous token 1: 0.05354297161102295
Info 382  [00:17:05.833] getCompletionData: Get previous token 2: 0.05742204189300537
Info 383  [00:17:05.833] getCompletionsAtPosition: isCompletionListBlocker: 0.005169034004211426
Info 384  [00:17:05.837] getSymbolsFromOtherSourceFileExports: Using cached list
Info 385  [00:17:05.844] getCompletionData: Semantic work: 10.606739044189453
Info 386  [00:17:05.851] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 6.863273024559021
Info 387  [00:17:05.857] getCompletionData: Get current token: 0.016803979873657227
Info 388  [00:17:05.857] getCompletionData: Is inside comment: 0.06477296352386475
Info 389  [00:17:05.857] getCompletionData: Get previous token 1: 0.04841601848602295
Info 390  [00:17:05.857] getCompletionData: Get previous token 2: 0.05892491340637207
Info 391  [00:17:05.857] getCompletionsAtPosition: isCompletionListBlocker: 0.005315899848937988
Info 392  [00:17:05.865] getSymbolsFromOtherSourceFileExports: Using cached list
Info 393  [00:17:05.867] getCompletionData: Semantic work: 9.649999022483826
Info 394  [00:17:05.879] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 7.952762007713318
Info 395  [00:17:05.887] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 396  [00:17:05.895] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 74 structureChanged: false Elapsed: 7.953680038452148ms
Info 397  [00:17:05.895] Different program with same set of files:: structureIsReused:: 2
Info 398  [00:18:45.459] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 399  [00:18:45.481] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 75 structureChanged: false Elapsed: 21.71482002735138ms
Info 400  [00:18:45.481] Different program with same set of files:: structureIsReused:: 2
Info 401  [00:18:46.229] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 402  [00:18:46.258] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 76 structureChanged: false Elapsed: 28.523774027824402ms
Info 403  [00:18:46.258] Different program with same set of files:: structureIsReused:: 2
Info 404  [00:18:46.261] getCompletionData: Get current token: 0.06452393531799316
Info 405  [00:18:46.261] getCompletionData: Is inside comment: 0.09837198257446289
Info 406  [00:18:46.261] getCompletionData: Get previous token 1: 0.050855040550231934
Info 407  [00:18:46.261] getCompletionData: Get previous token 2: 0.19908595085144043
Info 408  [00:18:46.262] getCompletionsAtPosition: isCompletionListBlocker: 0.44996798038482666
Info 409  [00:18:46.279] getSymbolsFromOtherSourceFileExports: Using cached list
Info 410  [00:18:46.285] getCompletionData: Semantic work: 23.140362977981567
Info 411  [00:18:46.292] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 6.346806049346924
Info 412  [00:18:46.658] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 413  [00:18:46.662] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 77 structureChanged: false Elapsed: 4.228520035743713ms
Info 414  [00:18:46.662] Different program with same set of files:: structureIsReused:: 2
Info 415  [00:18:46.663] getCompletionData: Get current token: 0.01266491413116455
Info 416  [00:18:46.663] getCompletionData: Is inside comment: 0.019253969192504883
Info 417  [00:18:46.663] getCompletionData: Get previous token 1: 0.011211037635803223
Info 418  [00:18:46.663] getCompletionData: Get previous token 2: 0.04124307632446289
Info 419  [00:18:46.663] getCompletionsAtPosition: isCompletionListBlocker: 0.038635969161987305
Info 420  [00:18:46.666] getSymbolsFromOtherSourceFileExports: Using cached list
Info 421  [00:18:46.669] getCompletionData: Semantic work: 5.977075934410095
Info 422  [00:18:46.672] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 2.917688012123108
Info 423  [00:18:47.135] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 424  [00:18:47.161] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 78 structureChanged: false Elapsed: 25.729246020317078ms
Info 425  [00:18:47.162] Different program with same set of files:: structureIsReused:: 2
Info 426  [00:18:51.171] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 427  [00:18:51.201] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 79 structureChanged: false Elapsed: 29.826277017593384ms
Info 428  [00:18:51.201] Different program with same set of files:: structureIsReused:: 2
Info 429  [00:18:52.536] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 430  [00:18:52.610] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 80 structureChanged: true Elapsed: 74.7484530210495ms
Info 431  [00:18:52.611] Different program with same set of files:: structureIsReused:: 1
Info 432  [00:18:52.613] getCompletionData: Get current token: 0.018908977508544922
Info 433  [00:18:52.613] getCompletionData: Is inside comment: 0.027099967002868652
Info 434  [00:18:52.613] getCompletionData: Get previous token 1: 0.018273115158081055
Info 435  [00:18:52.614] getCompletionData: Get previous token 2: 0.021934032440185547
Info 436  [00:18:52.614] getCompletionsAtPosition: isCompletionListBlocker: 0.033551931381225586
Info 437  [00:18:52.614] Returning an empty list because completion was requested in an invalid position.
Info 438  [00:18:52.614] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 439  [00:18:52.619] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 81 structureChanged: false Elapsed: 5.459805965423584ms
Info 440  [00:18:52.620] Different program with same set of files:: structureIsReused:: 2
Info 441  [00:18:52.620] getCompletionData: Get current token: 0.006615996360778809
Info 442  [00:18:52.620] getCompletionData: Is inside comment: 0.016701936721801758
Info 443  [00:18:52.620] getCompletionData: Get previous token 1: 0.011307954788208008
Info 444  [00:18:52.620] getCompletionData: Get previous token 2: 0.027675986289978027
Info 445  [00:18:52.620] getCompletionsAtPosition: isCompletionListBlocker: 0.01633000373840332
Info 446  [00:18:52.620] Returning an empty list because completion was requested in an invalid position.
Info 447  [00:18:52.844] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 448  [00:18:52.869] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 82 structureChanged: false Elapsed: 24.55701208114624ms
Info 449  [00:18:52.869] Different program with same set of files:: structureIsReused:: 2
Info 450  [00:18:52.871] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 451  [00:18:52.890] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 83 structureChanged: false Elapsed: 19.12801694869995ms
Info 452  [00:18:52.890] Different program with same set of files:: structureIsReused:: 2
Info 453  [00:18:53.220] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 454  [00:18:53.227] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 84 structureChanged: false Elapsed: 6.7444000244140625ms
Info 455  [00:18:53.227] Different program with same set of files:: structureIsReused:: 2
Info 456  [00:18:53.228] getCompletionData: Get current token: 0.026968002319335938
Info 457  [00:18:53.229] getCompletionData: Is inside comment: 0.06133091449737549
Info 458  [00:18:53.229] getCompletionData: Get previous token 1: 0.01760399341583252
Info 459  [00:18:53.229] getCompletionsAtPosition: isCompletionListBlocker: 0.030136942863464355
Info 460  [00:18:53.236] getSymbolsFromOtherSourceFileExports: Using cached list
Info 461  [00:18:53.240] getCompletionData: Semantic work: 10.73678195476532
Info 462  [00:18:53.243] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 3.461549997329712
Info 463  [00:18:53.970] getCompletionData: Get current token: 0.039740920066833496
Info 464  [00:18:54.057] getCompletionData: Is inside comment: 2.353348970413208
Info 465  [00:18:54.062] getCompletionData: Get previous token 1: 0.046785950660705566
Info 466  [00:18:54.085] getCompletionsAtPosition: isCompletionListBlocker: 9.34878695011139
Info 467  [00:18:54.182] getSymbolsFromOtherSourceFileExports: Using cached list
Info 468  [00:18:54.186] getCompletionData: Semantic work: 97.53042602539062
Info 469  [00:18:54.190] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 3.9603960514068604
Info 470  [00:18:54.224] getCompletionData: Get current token: 0.007896065711975098
Info 471  [00:18:54.224] getCompletionData: Is inside comment: 0.015908002853393555
Info 472  [00:18:54.224] getCompletionData: Get previous token 1: 0.010821938514709473
Info 473  [00:18:54.224] getCompletionsAtPosition: isCompletionListBlocker: 0.022760987281799316
Info 474  [00:18:54.228] getSymbolsFromOtherSourceFileExports: Using cached list
Info 475  [00:18:54.230] getCompletionData: Semantic work: 5.747562050819397
Info 476  [00:18:54.239] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 8.699672102928162
Info 477  [00:18:54.534] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 478  [00:18:54.599] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 85 structureChanged: true Elapsed: 64.42067003250122ms
Info 479  [00:18:54.599] Different program with same set of files:: structureIsReused:: 1
Info 480  [00:18:54.759] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 481  [00:18:54.808] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 86 structureChanged: true Elapsed: 48.591896057128906ms
Info 482  [00:18:54.808] Different program with same set of files:: structureIsReused:: 1
Info 483  [00:18:55.102] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 484  [00:18:55.131] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 87 structureChanged: true Elapsed: 28.939067006111145ms
Info 485  [00:18:55.131] Different program with same set of files:: structureIsReused:: 1
Info 486  [00:18:55.308] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 487  [00:18:55.391] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 88 structureChanged: true Elapsed: 83.11594593524933ms
Info 488  [00:18:55.391] Different program with same set of files:: structureIsReused:: 1
Info 489  [00:18:55.394] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 490  [00:18:55.430] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 89 structureChanged: true Elapsed: 35.755385994911194ms
Info 491  [00:18:55.430] Different program with same set of files:: structureIsReused:: 1
Info 492  [00:18:55.583] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 493  [00:18:55.668] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 90 structureChanged: true Elapsed: 84.77131307125092ms
Info 494  [00:18:55.669] Different program with same set of files:: structureIsReused:: 1
Info 495  [00:18:55.670] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 496  [00:18:55.694] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 91 structureChanged: true Elapsed: 24.40514302253723ms
Info 497  [00:18:55.694] Different program with same set of files:: structureIsReused:: 1
Info 498  [00:18:56.822] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 499  [00:18:56.864] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 92 structureChanged: true Elapsed: 42.41041100025177ms
Info 500  [00:18:56.864] Different program with same set of files:: structureIsReused:: 1
Info 501  [00:18:57.862] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 502  [00:18:57.938] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 93 structureChanged: true Elapsed: 75.99986398220062ms
Info 503  [00:18:57.938] Different program with same set of files:: structureIsReused:: 1
Info 504  [00:18:58.035] Before ensureProjectForOpenFiles:
Info 505  [00:18:58.036] After ensureProjectForOpenFiles:
Info 506  [00:18:58.037] got projects updated in background, updating diagnostics for /home/steiner/school-work/watchlist/frontend/src/router/index.js
Info 507  [00:19:00.279] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 508  [00:19:00.296] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 94 structureChanged: false Elapsed: 16.650133967399597ms
Info 509  [00:19:00.296] Different program with same set of files:: structureIsReused:: 2
Info 510  [00:19:00.654] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 511  [00:19:00.674] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 95 structureChanged: false Elapsed: 19.860551953315735ms
Info 512  [00:19:00.675] Different program with same set of files:: structureIsReused:: 2
Info 513  [00:19:01.405] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 514  [00:19:01.430] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 96 structureChanged: false Elapsed: 25.004528999328613ms
Info 515  [00:19:01.430] Different program with same set of files:: structureIsReused:: 2
Info 516  [00:19:01.436] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 517  [00:19:01.448] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 97 structureChanged: false Elapsed: 12.159829020500183ms
Info 518  [00:19:01.448] Different program with same set of files:: structureIsReused:: 2
Info 519  [00:19:01.937] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 520  [00:19:01.957] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 98 structureChanged: false Elapsed: 19.625167965888977ms
Info 521  [00:19:01.958] Different program with same set of files:: structureIsReused:: 2
Info 522  [00:19:02.194] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 523  [00:19:02.199] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 99 structureChanged: false Elapsed: 4.720810890197754ms
Info 524  [00:19:02.199] Different program with same set of files:: structureIsReused:: 2
Info 525  [00:19:02.823] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 526  [00:19:02.849] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 100 structureChanged: false Elapsed: 26.008980989456177ms
Info 527  [00:19:02.849] Different program with same set of files:: structureIsReused:: 2
Info 528  [00:19:02.851] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 529  [00:19:02.861] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 101 structureChanged: false Elapsed: 9.282117009162903ms
Info 530  [00:19:02.861] Different program with same set of files:: structureIsReused:: 2
Info 531  [00:19:03.458] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 532  [00:19:03.478] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 102 structureChanged: false Elapsed: 19.95367693901062ms
Info 533  [00:19:03.478] Different program with same set of files:: structureIsReused:: 2
Info 534  [00:19:03.486] getCompletionData: Get current token: 0.05968606472015381
Info 535  [00:19:03.486] getCompletionData: Is inside comment: 0.15160799026489258
Info 536  [00:19:03.486] getCompletionData: Get previous token 1: 0.10310494899749756
Info 537  [00:19:03.486] getCompletionData: Get previous token 2: 0.08612704277038574
Info 538  [00:19:03.487] getCompletionsAtPosition: isCompletionListBlocker: 0.4984560012817383
Info 539  [00:19:04.208] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 540  [00:19:04.228] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 103 structureChanged: false Elapsed: 20.247540950775146ms
Info 541  [00:19:04.228] Different program with same set of files:: structureIsReused:: 2
Info 542  [00:19:04.230] getCompletionData: Get current token: 0.04837000370025635
Info 543  [00:19:04.230] getCompletionData: Is inside comment: 0.16553008556365967
Info 544  [00:19:04.231] getCompletionData: Get previous token 1: 0.1288059949874878
Info 545  [00:19:04.231] getCompletionsAtPosition: isCompletionListBlocker: 0.48853111267089844
Info 546  [00:19:04.245] getSymbolsFromOtherSourceFileExports: Using cached list
Info 547  [00:19:04.250] getCompletionData: Semantic work: 18.128221035003662
Info 548  [00:19:04.257] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 6.632618069648743
Info 549  [00:19:05.002] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 550  [00:19:05.022] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 104 structureChanged: false Elapsed: 19.91900908946991ms
Info 551  [00:19:05.022] Different program with same set of files:: structureIsReused:: 2
Info 552  [00:19:05.294] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 553  [00:19:05.311] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 105 structureChanged: false Elapsed: 16.95072102546692ms
Info 554  [00:19:05.311] Different program with same set of files:: structureIsReused:: 2
Info 555  [00:19:05.667] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 556  [00:19:05.684] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 106 structureChanged: false Elapsed: 16.13832199573517ms
Info 557  [00:19:05.684] Different program with same set of files:: structureIsReused:: 2
Info 558  [00:19:05.685] getCompletionData: Get current token: 0.028303027153015137
Info 559  [00:19:05.685] getCompletionData: Is inside comment: 0.09999299049377441
Info 560  [00:19:05.685] getCompletionData: Get previous token 1: 0.08038794994354248
Info 561  [00:19:05.686] getCompletionsAtPosition: isCompletionListBlocker: 0.03620493412017822
Info 562  [00:19:05.691] getSymbolsFromOtherSourceFileExports: Using cached list
Info 563  [00:19:05.697] getCompletionData: Semantic work: 11.225972890853882
Info 564  [00:19:05.701] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 4.170257091522217
Info 565  [00:19:06.088] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 566  [00:19:06.102] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 107 structureChanged: false Elapsed: 14.62333595752716ms
Info 567  [00:19:06.102] Different program with same set of files:: structureIsReused:: 2
Info 568  [00:19:07.098] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 569  [00:19:07.117] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 108 structureChanged: false Elapsed: 18.636891961097717ms
Info 570  [00:19:07.117] Different program with same set of files:: structureIsReused:: 2
Info 571  [00:19:07.118] getCompletionData: Get current token: 0.031189918518066406
Info 572  [00:19:07.118] getCompletionData: Is inside comment: 0.10257399082183838
Info 573  [00:19:07.118] getCompletionData: Get previous token 1: 0.08500790596008301
Info 574  [00:19:07.119] getCompletionData: Get previous token 2: 0.08795404434204102
Info 575  [00:19:07.119] getCompletionsAtPosition: isCompletionListBlocker: 0.18818891048431396
Info 576  [00:19:08.051] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 577  [00:19:08.087] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 109 structureChanged: false Elapsed: 35.87128305435181ms
Info 578  [00:19:08.087] Different program with same set of files:: structureIsReused:: 2
Info 579  [00:19:08.087] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 580  [00:19:08.096] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 110 structureChanged: false Elapsed: 8.719330906867981ms
Info 581  [00:19:08.096] Different program with same set of files:: structureIsReused:: 2
Info 582  [00:19:08.585] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 583  [00:19:08.614] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 111 structureChanged: false Elapsed: 28.69448697566986ms
Info 584  [00:19:08.614] Different program with same set of files:: structureIsReused:: 2
Info 585  [00:19:09.135] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 586  [00:19:09.154] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 112 structureChanged: false Elapsed: 18.827003002166748ms
Info 587  [00:19:09.154] Different program with same set of files:: structureIsReused:: 2
Info 588  [00:19:09.373] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 589  [00:19:09.389] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 113 structureChanged: false Elapsed: 15.301787972450256ms
Info 590  [00:19:09.389] Different program with same set of files:: structureIsReused:: 2
Info 591  [00:19:09.782] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 592  [00:19:09.797] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 114 structureChanged: false Elapsed: 15.677247047424316ms
Info 593  [00:19:09.798] Different program with same set of files:: structureIsReused:: 2
Info 594  [00:19:15.921] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 595  [00:19:15.941] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 115 structureChanged: false Elapsed: 19.582798957824707ms
Info 596  [00:19:15.941] Different program with same set of files:: structureIsReused:: 2
Info 597  [00:19:16.212] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 598  [00:19:16.234] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 116 structureChanged: false Elapsed: 21.385144114494324ms
Info 599  [00:19:16.234] Different program with same set of files:: structureIsReused:: 2
Info 600  [00:19:17.296] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 601  [00:19:17.312] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 117 structureChanged: false Elapsed: 15.936296939849854ms
Info 602  [00:19:17.312] Different program with same set of files:: structureIsReused:: 2
